content,score,at
setelah update malah bisa kebuka jangan salahin saya klo bisa bayar cicilan,2,2019-03-01
pengajuan pertama sulit tdk acc ksh bintang dlu,3,2019-03-01
Shopintar sangat oke urusan pake ribet pengajuan langsung ACC,5,2019-03-01
kenaikan limit cepat bisa dicicil pulakk sangat meringankan trimakasih shopintar,5,2019-03-01
makasih dah membantu saya tunggu cair uang cepet,5,2019-03-01
apaan lain keterima dsni malah ketolak berguna NPWP dsini kayak nya,1,2019-03-01
 bayar sblm jatoh tempo hari malah dikata telat bayar payah,2,2019-03-01
kmren sempet eror yah susah login akhir bisa asik pke aplikasi ini,4,2019-03-01
tolong min log jangan dibikin ruet masak log harus berulang dan nunggu berhari,1,2019-03-01
apk bner pemaksaan tidak acc tiba brgnya lngsung kirim tanpa ada konfirmasi sebelumnya,1,2019-03-01
knapa aku ajukan pnjamn tpi tdk bsa shopintar eror trus,2,2019-03-01
satu dulu klo udh coba baru mau kadih ,1,2019-03-01
isi saldo gopay belom masuk gopaynya udh ada tagihanya tolong donk perbaiki lagi sistem nya,1,2019-03-01
sangat jelek jaringan full Tapi mau unggah data koneksi bermasalah periksa jaringan apa,1,2019-03-01
Sangat Membantu terutama utk masyarakat kalangan bawah Bravo Shopintar,5,2019-03-01
aga sedikit kecewa karn sebelumnya tdk bisa dibuka,4,2019-03-01
 dulu aja nnti kalo udah acc baru dikasih bintang,3,2019-03-01
kenapa gagal terus diakhir rekening gagal diconection padahal saya pake wifi kencang,5,2019-03-01
sementara bintang dulu abis kok pengajuan kredit eror terus,1,2019-03-01
abis update mlh dibuka gmn byr cicilan,3,2019-03-01
aplikasi sangat memuaskan mudah dan garibet seperti aplikasi yang kain,5,2019-03-01
kenapa sya bsa masuk sya pakai google pixel tetapi lain udah masuk,3,2019-03-01
cicilan kenapa ditolak terus sih padahal ngisinya udh bener semua,3,2019-03-01
tetap sajah tidak bisa saya mengajukkan pinjaman,2,2019-03-01
 acc data udah pada lengkap padahal saya bakal bayar dan gakan nunggak nugakan,1,2019-03-01
sangat membantu sekali shopintar smoga Allah sllu memberikn klancaran rejeki yrb,5,2019-03-01
hadeuh upload ktp susah amat ampe kiamat nih kayanya parah,1,2019-03-01
Semoga sukses terus shopontar Pelayanannya sangat baik,5,2019-03-01
keren apalagi pinjaman kedua saya nggak sampai menit lqngsung cair,5,2019-03-01
apk bagus sejauh ini nemu masalah smoga kdepannya lebih baik lagi,5,2019-03-01
 tdk bisa hubungi mau konfirmasi vocer indomaretnya tdk bisa gunakan,3,2019-03-01
Kasih dlu klw acc ntar tambain bintang ,3,2019-03-01
Sungguh aplikasi yang bagus bisa diandalkan dan sangat membantu Trima kasih Shopintar,5,2019-03-01
saya kok kredit suru pnjm uang juga,1,2019-03-01
ngomong Mudah gampang dalam regritrasi udh Isi data masih aja tolak,1,2019-03-01
jangan mau pake aplikasi ini ilegal dia terdaftar ojk dan bunganya sangat tinggi,1,2019-03-01
hatur nuhun sangat membatu masalah keuangan saya,5,2019-03-01
kenapa saya tidak bisa masuk aplikasi padahal saya mau cek tagihan saya,5,2019-03-01
mantaapp tapi sayang gak bisa ganti rekening,5,2019-03-01
akan lebih sip klo faailitas level saya disesuaikan,5,2019-03-01
selamat siang gimana ini saya mau bayar aplikasinya gak bisa buka gangguan terus tolong dong,4,2019-03-01
kualitas ori cocok dengan pemesanan tepat waktu sangat baik,5,2019-03-01
coba lagi ajuin sapa tau acc kasih limit kredit gede hahaha,5,2019-03-01
bagus mantap isi dengan baik dan sabar,5,2019-03-01
 saya mencoba mengajukan kredit gagal terus gimana ,4,2019-03-01
sggh mngecewakn stiap hari angsuran sya naik pdhl brng blm sampai blm masuk bln pmbyaran,1,2019-03-01
apk idiot ngambil data doang nlfn untuk kejar target doang,1,2019-03-01
saya mau bayar cicilan ini aplikasinya bisa buka error dari tadi pqyah bgt sih,1,2019-03-01
tolong dong acc pembelian kredit saya udah dua kali nih,2,2019-03-01
saya mao bayar kaga bisa buka aplikasi nya,4,2019-03-01
aplikasi shopintar sangat membantu pas lagi kepepet dana,5,2019-03-01
gangguan terus malah keluar menunya tolong perbaiki agar akses mudah,5,2019-03-01
aplikasi ini sangat mmbantu bnget proses cpet tdak rumit trima ksih shopintar,5,2019-03-01
tingkatkan kualitas dan jangan terlalu banyak kiriman pemberitahuan tagihan sebelum jatuh tempo,5,2019-03-01
nanya sdh berhasil ketika mengunggah selalu network error jaringan bagus aja disini jadi bagaimana kelanjutannya,5,2019-03-01
Say ini gimana Aplikasinya gak bisa dibuka Tgl waktunya bayar,1,2019-03-01
 perbarui kok aplikasi malah susuah buka yaa tolong dong admin perbaikin lagi,4,2019-03-01
sangat membantu tapi banyak nelponin sbelum waktunya,5,2019-03-01
JAHI RIBA ANTEK JIKA INGIN SELAMAT NIA AKHIRAT,1,2019-03-01
proses cepet banget limit lumayan poko top deh,5,2019-03-01
mantap ada fasilitas kredit mempermudah untuk belanja,5,2019-03-01
mau tanya dong kalo misal qta mau bayar cicilan bisa lewat alfa app indomart ,3,2019-03-01
responya cepat untuk pinjaman tapii kok kadang aplikasinya buka error,4,2019-03-01
kok setelah update versi terbaru malah gak bisa dibuka lagi aplikasi nya,5,2019-03-01
akhirnya terima juga kreditan saya stelah batalkan tanpa alesan jelas mantap deh lanjutkan,4,2019-03-01
Kenapa habis diperbaruhi tidak bisa dibuka Padahal saya mau melakukan transaksi pembayaran loh,5,2019-03-01
proses pinjaman dan kredit nggak ribet langsung trima,5,2019-03-01
bintang aja dulu soal cicilan yang gak bisa cicil kali,2,2019-03-01
sangat membantu semoga tidak mengecewakan untuk depannyq,5,2019-02-28
pembayaran ditambahin klo bisa pakek ana Gopay Ovo dll terimakasih,3,2019-02-28
sangat membantu moga kedepan nggak ada kendala,5,2019-02-28
uda sih knp mau daftarin saudara persulit sekali tolak trs,5,2019-02-28
 dulu kalau pengajuan kredit terima baru tambah bintangnya,3,2019-02-28
BNGSAT KEBNYAKAN BOHONG ngajuin gagal trus ngabisin kouta aja tolol,1,2019-02-28
kalau masih tolak Auto ninstall dan gak bakalan download lagi,1,2019-02-28
udah 8bulan dapat limit semua udah isi,2,2019-02-28
keyboard tidak berfungsi untuk input nomor pada fitur pengisian top gopay dan ovo mohon doperbaiki,2,2019-02-28
kenapa mau daftar pas verip bank oopss koneksi eror,3,2019-02-28
good namun aplikasi kadang ngeblang dan hrus uninstal dan download ulang,4,2019-02-28
Sudah hari aplikasi tdk dpt dibuka layar blank putih semua Tolong tingkatkan lagi pelayanannya Trimakasih,3,2019-02-28
terima kasih shopintar telah membantu saya dalam hal kredit,2,2019-02-28
saya udah dapat member bronze tapi knp punya limit ada limit 5rb ilang lagi,5,2019-02-28
best lahh lancar teruss jangan ngilang lagii aplikasinya,5,2019-02-28
semoga tidaak seperti aplikasi sebelah semakin mahal,5,2019-02-28
asiikk aplikasi bnar adalh shopintar yuukk ini bnr nyata lhoo thq shopintar,5,2019-02-28
aplikasi macam aph mau bayar tagihan eror aplikasi tlpn ada angkat gesel pinjem aplikasi ini,1,2019-02-28
aplikasi sngat membantu alangkah bagus sperti aplikasi sebelah bayar bisa cicil,5,2019-02-28
gimana mau pengajuan atas nama rekening sendiri akun aja pake nama email gak bisa ganti,1,2019-02-28
apk apaan neh pengajuan sllu tolak cuma buang kuota cuuiih,1,2019-02-28
Saya kasih bintang walaupun tidak ada kepastian jelas,5,2019-02-28
 jadi install setelah baca banyak bgt kecewa,1,2019-02-28
knapa sih susah bgt mau pinjam uang selalu ditolak udh ,1,2019-02-28
wow aku seneng banget bisa pinjam disini mudah dan cepat,5,2019-02-28
apk tai informasi udah lengkap selalu gagal kirim ternyata bukan saya saja kontol apk,1,2019-02-28
daftar tanpa ribet dan cepat hanya beberapa menit acc cicilan semua barang mudah,5,2019-02-28
pengajuan mudh dan persetujuan cepet trimakasih shopintr,5,2019-02-28
baru download lgsg verifikasi lgsg acc lgsg dikasih limit buat belanja,5,2019-02-28
aplikasi keren sangat membantu disaat sedang darurat sukses selalu,5,2019-02-28
cukup puas cuman sayang kena saya udah bayar malah bisa pinjam hal udah lunas,5,2019-02-28
aneh padahal tpi connetion min tolong diperbaiki lagi makasih,5,2019-02-28
mengundang terus tiap hari tapi ditolak terus anda mengganggu bangat,1,2019-02-28
 banget aplikasi shopintar bisa pinjam tanpa klo bisa pinjaman bawah bisa angsur juga,5,2019-02-28
Mkshh bnyk Atas kepercyaannya mohon buat pngmbalian dana Tolong prosesnya percepat,5,2019-02-28
saya sudah beberapa kali mengajukan kredit tapi selalu tidak berhasil tolak mulu gmna nya,2,2019-02-28
baru nyoba seh cuma durasi verifikasinya kelamaan,3,2019-02-28
belum jaga ada balasan dari pihak shopintar,3,2019-02-28
 kasih aja dlu Nnti kalau barang sudah sampai tambah lagi bintang nya,3,2019-02-28
proses lumayan cepat cuman koleksi barang gak selengkap bukalapak,4,2019-02-28
untuk pemakaian apk memang sangat membantu terima kasih shopintar,4,2019-02-28
murah dan suku bunga kecil makasih shopintar,5,2019-02-28
waduuh admin tolong dong mau pelunasan nih malah buka aplikasi nya,5,2019-02-28
bagus dan mudah cuma buat yang sopan ,4,2019-02-28
keren banget aplikasi yah wajibb banget buat kalian download sukses tyus shopintar,5,2019-02-28
shopintar solusi kebutuhan masyarakat dengan brbasis applikasi,4,2019-02-28
ribett pengajuan uninstall aja deh buat apa,1,2019-02-28
upload dokumen selalu gagal pdahal kuota penuh,1,2019-02-28
bunga kira gila lebih dari rentenir ngekek orang namanya itu goblok aplikasi sampah,1,2019-02-28
sdh kali pengajuan ditolak terpaksa bintang tidak ditambahkan uninstal jalan terbaik,1,2019-02-28
Baru instal terus liat rating pengguna yang banyak bermasalah Lgngsng uninstal lagi Maaf ,3,2019-02-28
saya baru klik dana kok tibaada tagihan sedangkan uang masuk direk knapa kok gitu,1,2019-02-28
aplikasi cuman curi data orang daftar masuk Kecewa Saya,1,2019-02-28
kaga guna banget tolakin mulu padahl data bnr,1,2019-02-28
sangat membantu kalau bisa lebih dipanjangkan lagi tenornya untuk pinjaman dana,5,2019-02-28
sangat mudah ajukan kredit tanpa ribet sangat beda jaih lain,5,2019-02-28
terima kasih shopintar bantuanya saya pasti akan sering belanja aplikasi shopintra,5,2019-02-28
intinya bayar tepat waktu semua akan mudahkan,5,2019-02-28
limit terlalu kecil untuk pendanaan kridit barang,5,2019-02-28
tadinya mau pinjam liat banyak komplin disini akhirnya ngak jadi,1,2019-02-28
kenapa susah banget mau buka app mohon solusinya,2,2019-02-28
sangat bgus dan proses juga sangat cepat smoga tambah sukses yah bwat shopintar,5,2019-02-28
trimaksih atas pelayann sdh berikan sngnt bgus membantu makipun masih proses menunggu acc,4,2019-02-28
saya kasih bintang dulu klo perkembangan dan pelayanannya bagus saya tambah lagi bintangnya,4,2019-02-28
 jelas katanya bisa credit giliran diajuin satupun ada disetujui,1,2019-02-28
nyoba dulu kalau bagus saya kasih bintang lima,1,2019-02-28
Semoga menjadi kemudahan tuk masyarakat dalam rangka turut membantu kebutuhan hidup sehari hari,5,2019-02-28
ceman cara bayarnya kok susah buka aplikasinya gimana kita mau bayar nie,5,2019-02-28
 uangan sih okee cuma barang krm bekas tolong prhatikan keluahan konsumen biar kecewa,5,2019-02-28
ini shopintar kenapa gak bisa login gak ada gambar nya,5,2019-02-28
Baguss layananya juga baik lagi heheheh aku sukaa,5,2019-02-28
jelek cari barang susah cicilan ngk setujui hapus aja ngk berguna,1,2019-02-28
bagus sih aplikasinya cuma mau bayar cicilan sering salah accountnya,5,2019-02-27
aplikasi sangat bagus dan ribet cuman masukannya untuk uang muka bisa pake limet saldo,5,2019-02-27
cepat banget proses pinjamanya juga bunganya sedikit,5,2019-02-27
kok saya selsai kasih masuk rekening setelah itu stuck step aja,2,2019-02-27
Semoga acc meski hrus nunggu lama tidak apa sukses terus shopintar,5,2019-02-27
tolong mind acc pengajuan saya jangan tolak terima kasih,5,2019-02-27
aplks jls hpus biar bnyk orng kna php,1,2019-02-27
Saya sangat senang sekali belanja shopintar ribet,5,2019-02-27
Siapa tau dengan ini semua bisa bermanfaat untuk melangkah lebih baik lagi,5,2019-02-27
batas cicilan kenapa hanya bulan saja sedangkan ditetangga sebelah bisa sampai 1bulan,5,2019-02-27
sangat mmbantu dlm mengatasi mslh keuangan pecairan wkt jam setelah verifikasi disetujui,5,2019-02-27
aplikasi bagus cukup membantu tapi syang produkk msih kurang lengkap,5,2019-02-27
Allhamdulilah dengan apk ini aku bisa meminjam uang shopintar,5,2019-02-27
sya baca semua comen dan semua rata kecewakan baru mau dwonload jadi ogahh sampahh,1,2019-02-27
sdh foto ktp brulang ada perubhann cuma lanjutkn pengajuan truss ohgoohg,3,2019-02-27
admin gimana caranya susah masuk terus saya dapat bonus gimana cara menggunakan bisa cairkan ,3,2019-02-27
aplikasi engga jelas belom apa sdh ditolak semua data bener langsng ditolak payah,1,2019-02-27
knpa dftar kok bisa pdahal udah lngkp semua kok network failed trs,1,2019-02-27
udah pengajuan berkali kali gak ada respon gmn mau belanja klo pengajuan limit gak respon,1,2019-02-27
langsung acc dan uang cpt transfer rek kita top bgt shopintar csnya tanggap thd customer,5,2019-02-27
kenapa belum ada balasan dari admin tentang pertanyaan saya,4,2019-02-27
semoga shopintar bisa ambil pinjaman bayar dicicil tiap bulann,5,2019-02-27
aplicasi sangat bagus dan sangat mudah untuk proses pengajuanx shopintar,5,2019-02-27
knp saya mau pengajuan tulisann6a koneksi eror padahal udh pke wifi ttp aja eror,2,2019-02-27
kenapa saya daftar gak bisa tulisan selalu connection error padahal lancar,2,2019-02-27
lumayan membantu cuman bunga terlalu mahal tolong diperkecil bunga seperti akulaku,5,2019-02-27
membantu saya lebih mudah pinjam uang namun bunganya tinggi,4,2019-02-27
sangat buruk semua akun udah hubungkan pun msh tolak ngk tau maunya apa ,1,2019-02-27
kok gak bisa buka trus bayar tagihan gmna,1,2019-02-27
Aplikasi shopintar saya gak bisa dibuka Padahal besok sudah jatuh tempo,1,2019-02-27
Jangan instal app ini kurang rekomendasi admin trllu krg percaya terima kasih,1,2019-02-27
cepat acc dan terjamin insallah terimakasi shopintar,5,2019-02-27
baik dan cerdas buat pengguna aplikasi ini,4,2019-02-27
Aplikasi yang joss pokonya sukses slalu buat SHOPINTAR,5,2019-02-27
tolong aplikasih bisa buka nich gmn mau byr,4,2019-02-27
aplikasi sangat membantu sekali apalagi keadaan darurat pnjm dana lngsng cair,5,2019-02-27
tolong diacc yaa kak atas nama herdiansyah lagi butuh uang bangeett kakk,5,2019-02-27
aplikazi kridit koq pilihan cuma buln payahh mana lakuu contoh aplikasi lain sampe buln,1,2019-02-27
gila mann harga 191 dalam sebulan harus bayar hampir sebulan langsung bisa baik haji hahaha,1,2019-02-27
Makasih sudah aprove kereen abiiss nyesel install app ini asal bener prosedur pendaftarannya,5,2019-02-27
good teruskan dan kembangkan kalahkan akulaku yeeaayy,5,2019-02-27
 ksh dlu pengajuan bisa blng kuota habis sya cek msh kok,2,2019-02-27
limit kecil mungkin belum komplit kali datanya,4,2019-02-27
Respon cepat pinjam uang gak ribet sekali pencet langsung ada diatm Rekomended banget,5,2019-02-27
coba dulu klo oke kita ksh bintang,3,2019-02-27
semoga limit segera bertambah krn sdh membe gold tetap limitnya,5,2019-02-27
setiap terakhir upload selalu conection paket saya abis bosku manteng paalsu,1,2019-02-27
bintang dulu klo acc tak kasih bintag ,1,2019-02-27
mantul saya pinjam lgsung acc trimakasih shopintar,5,2019-02-27
aplikasi blank layar putih doang kenapa ini,5,2019-02-27
proses pengajuan cepat tanpa hambatan dan loveit,5,2019-02-27
Woyy ini kenapa gabisa login mau bayar,1,2019-02-27
Makin lamaa bunga pinjaman makin mahal duluu kalo pinjam ngembaliin lebih skrg jadi juta lebih,3,2019-02-27
tidak bisa upload saat data rekening bank,1,2019-02-27
knapa pngajuan kredit saya selalu gagal padah jaringan bagus,2,2019-02-27
payah cicilan malah kali lipat harga sbnrnya beda kalo app lain,1,2019-02-27
aplikasi gak bisa kebuka gmn cara bayarnya,4,2019-02-27
knp kok aplikasi sering crash tiba layar putih smua ada fitur mau bayar cicilan bisa,4,2019-02-27
baru kali ini nemu cepet ribet php,5,2019-02-27
kemahalan utk kredit aja kalian untung banyak sekali kalau kalau itu namanya pemerasan,1,2019-02-27
Barangnya pada mahal klo dikredit aja udah bisa buat barang,1,2019-02-27
amazing Thank you for change give shopintar,5,2019-02-27
padahal sudah pakek wifi waktu mau dikirim pasti gagal karena conections,1,2019-02-27
belum ada pengalaman sich karna baru menggunakan aplikasi shopintar,4,2019-02-27
stiap pengajuan gagal karena jaringan jelek knapa ,2,2019-02-27
susah mau konfirmasi masi telpon ngk pernah masuk,1,2019-02-27
tdk unggah dokumen alsan jaringan internet tlg prbaiki,5,2019-02-27
udah foto ktp kok ada petunjuk lagi beneran nih,1,2019-02-27
mau bayar tapi kok aplikasi nge blank bisa buka mohon info bagaimana cara melakukan pembayaran,5,2019-02-27
puas pengiriman barang hari walaupun hari libur,5,2019-02-27
aplikasi gak jelas masak pengajuan gagl suruh nunggu bulan lagi mengajukan lagi,1,2019-02-27
asu aneh bnget mau daftar susah mau foto ktp camera kebuka,1,2019-02-27
pembayaran tidak bisa diganti hanya bisa pakai BNI pdhal opsi bantuan ada bank lain,1,2019-02-27
kenapa tiba dibatalkan sepihak padahal udah ada cicilan tagihan pembayarannya sudah keluar,4,2019-02-27
apaan kaga bisa mengajukan kredit network mulu gajelas,1,2019-02-27
 bener nih pesanan bayar cicilan tapi ternyata pesan tapi suruh bayar lunas gmna ,1,2019-02-27
kenpa tidak masuk jaringan eror pdhl buka aplikasi lain lncr aja,1,2019-02-27
 dpt kredit dah 3bln coba ssh sekali akulaku lgs dpt kreditnya disni mpe 3bln dpt,1,2019-02-27
 kolom sudah jadi member tapi kenapa tidak acc padahal mau cicil barang,1,2019-02-26
Keredit dateng udah blan masa harus bayar cicilan,4,2019-02-26
apl rekomended saya puas dengan pelayanan trimakasih shopintar,5,2019-02-26
maaf admin saya membeli pulsa dan token listrik saya mai bayar cara pembayaran gimana ,5,2019-02-26
bayar cicilan indomart atau alfa bisa ngga,2,2019-02-26
coba sendiri saya yakin akan nyesel shopintar,5,2019-02-26
terlalu mahal harga barang beda kyk lazada,1,2019-02-26
tanggal Aplikasi gak bisa dibuka abis logo stuck layar putih blank kenapa ,3,2019-02-26
